name,free_returns,items_sold,item_price,item_shipping,item_status
"New ListingPhylida 40mm homage watch, automatic GMT movement, sapphire crystal, lumed bezel",False,,15000,1705,Brand New
New ListingInvicta 70mm NFL Sea Hunter GEN II ARIZONA CARDINALS Automatic Silver SS Watch,True,,99,1299,Brand New
"New ListingTimex Midget Watch, Very Rare Limited, TW2R45000NT",False,,19900,530,Brand New
New ListingNew Bulova Men's Watch ,False,,30000,1266,Brand New
Invicta Men's Watch Pro Diver Quartz Blue Dial Two Tone Steel Bracelet 8935,True,0,5099,0,Brand New
"Casio AE1500WH-5AV, Chronograph Watch, Illuminator,  5 Alarms, 10 Year Battery",True,228,2600,0,Brand New
NEW AUTHENTIC FOSSIL MEN'S WATCH BANNON MULTIFUNCTION GOLD CHRONOGRAPH BQ2588,True,29,6899,0,Brand New
New Listing1928 Ladies Art Deco Sapphire & Diamond Bulova Watch  ~Linked  Band,True,,19999,995,Pre-Owned
Calvin Klein Men's KBH211C6 Bright 40mm Silver Dial Leather Watch,True,57,3299,0,Brand New
Calvin Klein Men's K4N211C1 Time 40mm Black Dial Leather Watch,True,,3999,0,Brand New
New ListingInvicta Men's 45mm Pro Diver Automatic TITANIUM Blue Dial Pepsi Bezel 200m Watch,True,,99,995,Brand New
Invicta Specialty Mechanical Black Dial Men's Watch 31309,True,119,4700,0,Brand New
Tissot Le Locle Automatic Silver Dial Men's Watch T006.428.22.032.00,True,201,26271,0,Brand New
New Seiko Prospex Speedtimer White Dial Stainless Steel Bracelet Watch SSC813,False,0,47500,0,Brand New
New ListingSeiko 5 Sports Men's Black Watch - SRPD65,False,,15000,3500,Pre-Owned
SBTR017 Seiko Spirit Stainless Steel Chronograph Men`s Watch green dial JP,True,25,12700,0,Brand New
Caravelle Men's Quartz Date Indicator Silver-Tone 41mm Watch 43B151,True,,3399,0,Refurbished
New Ladies Wristwatches Luminous Women Watches Casual Leather Strap Quartz Watch,False,,890,0,Brand New
Casio Men's Quartz World Time Illuminator Silver-Tone 44mm Watch AE1000WD-1AV,True,0,2799,0,Brand New
Tissot Men's T0634093601800 Tradition 5.5 39mm White Dial Leather Watch,True,61,14499,0,Brand New
Hamilton Men's Khaki Field H70305993 40mm Automatic Watch,True,0,35400,0,Brand New
"Casio AE1500WH-8BV, Chronograph Watch, Illuminator,  5 Alarms, 10 Year Battery",True,0,2600,0,Brand New
Fashion Men Women Wrist Watch LED Backlight Crystal Quartz Silicone Band Sport,False,459,474,100,Brand New
Bulova CURV Men's Quartz Chronograph Gold Tone Accents 43mm Watch 98A157,True,0,26999,0,Refurbished
OLEVS Model 6898-g Mens Watches Waterproof Stainless Steel Luxury Wristwatch New,False,0,3099,0,Brand New
Men's Quartz Watch Stainless Steel Analog Waterproof Business Wristwatch Fashion,True,,1548,0,Brand New
NEW Gucci Sync XXL Unisex Watch Assorted Colors,False,,2400025000,0,Brand New
Invicta Angel MOP Dial Interchangeable Leather Strap Ladies Watch 12544,True,109,6195,0,Brand New
Waterproof Men Watch Relojes De Hombre Stainless Steel Quartz Classic Wristwatch,True,1076,1398,0,Brand New
New ListingCitizen Eco-Drive Mens Watch.  Used.  Good Condition. Runs Well,False,,6000,900,Pre-Owned
Waterproof Gold Men's Quartz Watch Stainless Steel Business Classic Wristwatch,True,,1298,0,Brand New
New ListingAlpha Explorer 36mm Homage Watch,False,,8000,610,Pre-Owned
New ListingBaltic Aquascaphe Watch — Steel Bezel (SB01),False,,52500,1000,Pre-Owned
New ListingInvicta 47mm Pro Diver SEA WOLF Automatic Orange & Blue Two Tone Bezel SS Watch ,True,,99,995,Brand New
Nike Triax Analogue Super Sports Silver/Blue Watch Unisex 20-401 RARE,False,834,2255,1692,Brand New
Invicta Men Pro Diver 24 Jewel Automatic NH35A 18K Gold Plate SS Champagne Watch,True,0,10999,995,Brand New
"Casio AE1200WH-1AV, Chronograph Watch, Illuminator,  5 Alarms, 10 Year Battery",True,0,2425,0,Brand New
Waterproof Men Watch Stainless Steel Quartz Luminous Classic Wristwatch Business,False,,899,0,Brand New
Smart Watch Waterproof Heart Rate Sports Blood Pressure Fitness O2 Sleep Tracker,True,,29953095,0,Brand New
